Part,Ward,Booth Address,Total,
1500374,999,"Govt. Higher Primary School, Room No.3, Chikka Gollara Hatti",1076,
1500375,5,"Oxford School, Room No.1, Srinivasa Pura",936,
1500376,5,"Oxford School, Room No.2, Srinivasa Pura",781,
1510001,25,"Govt. Lower Primary School, Room No.1, K Narayanapura",1285,
1510002,25,"Govt.Lower Primary School, Room No.2, K Narayanapura",974,
1510003,25,"Govt. Lower Primary School, Room.No.3, K Narayanapura",1228,
1510004,25,"Govt. Lower Primary School, Room.No.4, K Narayanapura",804,
1510005,25,"Sri Siddartha High School, Room No-1, Kothanuru",1496,
1510006,25,"Sri Siddartha High School, Room No-2, Kothanuru",1587,
1510007,25,"Sri Siddartha High School, Room No-3, Kothanuru",1482,
1510008,25,"Sri Siddartha High School, Room No-4, Kothanuru",1452,
1510009,25,"Govt Lower Primary School, Room No-1, Nagareshwara Nagenahalli",1235,
1510010,25,"Govt Lower Primary School, Room No-2, Nagareshwara Nagenahalli",836,
1510011,25,"Govt Lower Primary School, Room No-3, Nagareshwara Nagenahalli",1475,
1510012,25,"Govt.Higher Primary School, Room No-1, Kyalasanahalli",1163,
1510013,25,"Govt.Higher Primary School, Room No-2, Kyalasanahalli",1058,
1510014,25,"Govt.Lower Primary School, Room No-1, Geddalahalli",1343,
1510015,25,"Govt. Lower Primary School, Room No-2, Geddalahalli",920,
1510016,25,"Govt. Lower Primary School, Room No-3, Geddalahalli",1086,
1510017,25,"St michel High school Geddalahalli, Hennur main road, Room No-1",1100,
1510018,25,"St.Michel High school, Geddalahalli, Hennur main road, Room no.2",1249,
1510019,25,"Anganawadi Centre, Gaddalahalli",814,
1510020,25,"Govt. Lower Primary School, Room No-1, Horavamu Agara, Bengaluru-560113.",1391,
1510021,25,"Govt. Lower Primary School, Room No-2, Horavamu Agara, Bengaluru-560113.",1380,
1510022,25,"Govt Lower Primary School, Room No-3, Horamavu Agara, Bengaluru-560113.",1458,
1510023,25,"Govt Lower Primary School, Room No-4, Horamavu Agara, Bengaluru-560113.",1589,
1510024,25,"Govt Lower Primary School, Room No-5, Horamavu Agara, Bengaluru-560113.",1605,
1510025,25,"Vaddarapalya Govt.Lower Primary School, Room No-1, Vaddarapalya Bengaluru-560113",1441,
1510026,25,"Vaddarapalya Govt.Lower Primary School, Room No-2, Vaddarapalya, Horamavu agara, Bengaluru-560113.",1396,
1510027,25,"Govt Lower Primary School, Room No-1, Janatha Colony, Horavamu Agara, Bengaluru-560113.",1061,
1510028,25,"Govt Lower Primary School, Room No-2, Janatha Colony, Horavamu Agara Bengaluru 560113",989,
1510029,25,"Maruthi High School(Maruthi Vidyalaya), Room No-5, Prakruthi layout, Horamavu agara Bengaluru-560113",1386,
1510030,25,"Maruthi High(Maruthi Vidyalaya) School,Room No-6, Horamavu agara Bengaluru-560113",1378,
1510031,26,"Govt. Higher Primary School, Room.No.1, Kalkere, Bengaluru-560113",1422,
1510032,26,"Govt. Higher Primary School, Room.No.2, Kalkere, Bengaluru-560113.",1255,
1510033,26,"Govt Higher Primary School, Room.No.3, Kalkere, Bengaluru-560113.",1174,
1510034,26,"Govt Higher Primary School, Room.No.4, Kalkere, Bengaluru-560113.",894,
1510035,26,"Govt Higher Primary School, Room.No.1, K Channasandra, Bengaluru-560113",1441,
1510036,26,"Govt Higher Primary School, Room.No.2, K Channasandra, Bengaluru-560113.",1281,
1510037,26,"Govt Higher Primary School, Room.No.1, K Channasandra (kanakanagara) Bengaluru-560113",1137,
1510038,26,"Govt Higher Primary School, Room.No.2, K Channasandra (kanakanagara) Bengaluru-560113",676,
1510039,26,"Govt Higher Primary School, Room.No.5, Kalkere, Bengaluru-560113.",1378,
1510040,26,"Kalkere, Govt. High School, Room.No.6, Kalkere",1243,
1510041,26,"Kalkere, Govt. High School, Room.No.7, Kalkere",1096,
1510042,26,"Kalkere Govt. High School, Room.No.8, Kalkere",1209,
1510043,26,"Kalkere Govt. High School, Room.No.9, Kalkere",1418,
1510044,26,"Kalkere Govt. High School, Room.No.10, Kalkere",1348,
1510045,26,"Kalkere Govt. High School, Room.No.11, Kalkere",1255,
1510046,26,"Govt. High School, Room.No.12, Kalkere",1258,
1510047,26,"Govt.High School, Room.No.13, Kalkere",1391,
1510048,25,"Govt Lower Primary School, Room.No.1, Horamavu",1476,
1510049,25,"Govt Lower Primary School, Room.No.2, Horamavu",1377,
1510050,25,"Govt Lower Primary School, Room.No.3, Horamavu",1011,
1510051,25,"Govt Lower Primary School, Room.No.4, Horamavu",812,
1510052,25,"Devamatha Central School, Room no 1, Ashirvad colony, Horamavu, Bangalore-560113",1268,
1510053,25,"Devamatha Central School, Room no.2, Ashirvad colony, Horamavu, Bangalore-560113",1480,
1510054,25,"Devamatha Central School, Room.No.3, Ashirvad colony, Horamavu, Bangalore-560113",1121,
1510055,25,"Devamatha Central School, Room.No.4, Ashirvad colony, Horamavu, Bangalore-560113",1038,
1510056,25,"Devamatha Central School, Room.No.5, Ashirvad colony, Horamavu, Bangalore-560113",1208,
1510057,25,"Devamatha Central School, Room.No.6, Ashirvad Colony, Horamavu, Bangalore-560113",879,
1510058,25,"Govt. Lower Primary School, Room.No.1, New Building, Jayanthinagaara main road  Bengaluru-560113",1415,
1510059,25,"Govt. Lower Primary School, Room No.2, New Building, Jayanthinagara main road, Bengaluru-560113",1416,
1510060,25,"Govt. Lower Primary School, Room.No.3, New Building, Jayanthinagara main road, Bengaluru-560113",1446,
1510061,25,"Govt. Lower Primary School, Room.No.4, New Building, Jayanthinagara main road  Bengaluru-560113",1070,
1510062,25,"Govt. Lower Primary School, Room.No.5, New Building, Jayanthinagara main road  Bengaluru-560113",725,
1510063,25,"Narayana E techno school, 3rd main hoysala nagara horamavu bangalore-560016 Room.No.1,",1587,
1510064,25,"Narayana E techno school, 3rd main hoysala nagara horamavu bangalore 560016, Room No.2",877,
1510065,25,"Eben-Ezer Public School Of Nursing, Room.No.1,  Hoysala Nagar, Horavamu, Bangalore-560113",1155,
1510066,25,"Eben-Ezer Public School  Room.No.2,  Hoysala Nagar, Horavamu, Bangalore-560113",698,
1510067,25,"Eben-Ezer Public school, Room.No.3, Hoysala Nagar, Horamavu, Bangalore-560113",1475,
1510068,25,"Eben-Ezer Public School, Room.No.4, Hoysala Nagar, Horamavu, Bangalore-560113",1664,
1510069,25,"Eben-Ezer Public School, Room.No.5, Hoysala Nagar, Horamavu, Bangalore-560113",1478,
1510070,25,"Narayana E techno school,Room no:3 3rd main hoysala nagara horamavu bangalore 560016",1312,
1510071,25,"Narayana E techno school,Room no:4 3rd main hoysala nagara horamavu bangalore 560016",1205,
1510072,25,"Narayana E techno school,Room no:5 3rd main hoysala nagara horamavu bangalore 560016",959,
1510073,25,"Narayana E techno school, Room no:6, 3rd main, hoysala nagara, horamavu, bangalore-560016",966,
1510074,25,"Govt. Higher Primary School, Room No-1 Babusabara Palya, Bengaluru-560113",1316,
1510075,25,"Govt. Higher Primary School,Room No-2 Babusabara Palya Bengaluru-560113",1427,
1510076,25,"Govt. Higher Primary School,Room No-3 Babusabara Palya Bengaluru-560113",1248,
1510077,25,"Govt. Higher Primary School,Room No-4 Babusabara Palya Bengaluru-560113",1289,
1510078,25,"Govt. Higher Primary School, Room No-5 Babusabara Palya Bengaluru-560113",1361,
1510079,25,"Maruthi High School(Maruthi Vidyalaya), Room No-1, Prakruthi layout, Horamavu agara, Bengaluru-560113",861,
1510080,25,"Maruthi High School(Maruthi Vidyalaya), Room No-2, Prakruthi layout, Horamavu agara, Bengaluru-560113",807,
1510081,25,"Maruthi High School(Maruthi Vidyalaya), Room No-3, Prakruthi Layout, Hormamavu agara, Bengaluru-560113",1116,
1510082,25,"Maruthi High School(Maruthi Vidyalaya), Room No-4, Prakruthi Layout, Hormamavu agara, Bengaluru-560113",1083,
1510083,25,"Narayana E Techno School, Room No-1, Chelikere, Bengaluru-560113",948,
1510084,25,"Narayana E Techno School, Room No-2, Chelikere, Bengaluru-560113",895,
1510085,25,"Narayana E Techno School, Room No-3, Chelikere, Bengaluru-560113",881,
1510086,25,"Narayana E Techno School, Room No-4, Chelkere, Bengaluru-560113",1432,
1510087,25,"Narayana E Techno School, Room No-5, Chelikere, Bengaluru-560113",1326,
1510088,25,"Narayana E Techno School, Room No-6, Chelkere, Bengaluru-560113",955,
1510089,25,"Narayana E Techno School, Room No-7, Chelikere, Bengaluru-560113",1059,
1510090,25,"Narayana E Techno School, Room No-8, Chelikere, Bengaluru-560113",1034,
1510091,25,"Royal Concord School( State Syllabus) Room no:1 Meghana Palya  Chelikere, Bengaluru-560113",1417,
1510092,25,"Royal Concord School( State Syllabus) Room no:2 Meghana Palya  Chelikere, Bengaluru-560113",1100,
1510093,26,"Room no-1,Anganavadi kendra Kawdenahalli,RM nagar Bangalore-560016",812,
1510094,26,"Room no-1.Govt Kannada Higher Kannada Primary School, Kowdenahalli,RM nagar Bangalore-560016",952,
1510095,26,"Room no-2,Govt Kannada Higher Primary School,Kowdenahalli,Ramamurthynagar Bangalore-560016",666,
1510096,26,"Room No-3, Govt Kannada Higher Primary School,Kowdenahalli,Ramamurthynagar Bangalore-560016",1346,
1510097,26,"Room No-1,Ramana Vidyanikethan ,T C Palya Mainroad,RM nagar Bangalore-560016",1202,
1510098,26,"Room No-2,Ramana Vidyanikethan , T C Palya Mainroad,RM nagar Bangaloe-560016",735,
1510099,26,"Room no-3, Ramana Vidyanikethan, T C Palya Mainroad, Ramamurthy nagar Bangalore-560016",1100,
1510100,26,"Room no-4, Ramana Vidyanikethan T C Palya Main road,Ramamurthynagar Bangalore-560016",1274,
1510101,26,"Room no-1 Christ The King School,Adithya Layout,Kawdenahalli,Ramamurthynagar Bangalore-560016",891,
1510102,26,"Room no-2 Christ The King School  Adithya Layout, Kawdenahalli,Ramamurthy nagar Bangalore-560016",883,
1510103,52,"St Theresa Kannada Higher Primary School, Room No.1, Sannathammana Halli",1210,
1510104,52,"St Theresa Kannada Higher Primary School, Room No.02, Sannathammana Halli",954,
1510105,52,"St Theresa Kannada Higher Primary School, Room.No.03, Sannathammana Halli",1136,
1510106,52,"St Theresa Kannada Higher Primary School, Room.No.4, Sannathammana Halli",886,
1510107,52,"St Theresa Kannada Primary School, Room.No.5, Sannathammana Halli",1035,
1510108,52,"St Theresa Kannada Higher Primary School, Room.No.06, Sannathammana Halli",969,
1510109,52,"St Theresa Kannada Primary School, Room.No,07, Sannathammana Halli",1277,
1510110,52,"St Theresa Kannada Higher Primary School, Room.No.08, Sannathammana Halli",1355,
1510111,52,"St Theresa Kannada Higher Primary School, Room.No.09, Sannathammana Halli",1397,
1510112,52,"St Theresa English High School Room No.01, Sannathammana Halli",1027,
1510113,52,"St Theresa English High School Room No.02, Sannathammana Halli",1259,
1510114,53,"Govt Higher Primary School  Room No.1, Medahalli",1362,
1510115,53,"Govt Higher Primary School  Room No.2, Medahalli",1302,
1510116,53,"Govt Higher Primary School  Room No.3, Medahalli",1270,
1510117,53,"Govt Higher Primary School  Room No.4, Medahalli",1444,
1510118,53,"Govt Higher Primary School. Room.No.5, Medahalli",1350,
1510119,53,"BBMP help center, Medahalli",1266,
1510120,52,"Govt  Primary School  Room No.1, Bhattarahalli",1134,
1510121,52,"Govt  Primary School  Room No.2, Bhattarahalli",945,
1510122,52,"Govt Primary School  Room No.3, Bhattarahalli",1111,
1510123,52,"Govt  Primary School  Room No.4, Bhattarahalli",1171,
1510124,52,"Govt Primary School(New building), Room No.1, Bhattarahalli",1031,
1510125,52,"Govt  Primary School(New building), Room No.02, Bhattarahalli",719,
1510126,52,"Govt Primary School(New Building) Room No.03, Bhattarahalli",1139,
1510127,52,"Don Basco  Shishuvihara,Room No.1 Bhattarahalli",974,
1510128,52,"New Anganavadi Kendra, Room No-1,Near play ground Bhattarahalli",1167,
1510129,52,"Govt  Primary School(New Building) Room No.04, Bhattarahalli",1143,
1510130,53,"Govt. Higher Primary School Room No.1, Sigehalli",1509,
1510131,53,"Govt. Higher Primary School Room No.02, Sigehalli",1540,
1510132,53,"Govt. Higher Primary School Room No.03, Sigehalli",1173,
1510133,53,"Govt. Higher Primary School Room No.04, Sigehalli",1127,
1510134,53,"Govt. Higher Primary School  Room No. 05, Sigehalli",1532,
1510135,53,"Govt. Higher Primary School  Room No. 06, Sigehalli",1498,
1510136,53,"Govt Higher Primary School Room No. 07, Sigehalli",1457,
1510137,52,"Govt. First Grade College, Room.No.1, K R Pura",911,
1510138,52,"Karnataka Public School (Govt. PU College)  Room No 01, K.R.Pura",1054,
1510139,52,"Karnataka Public School (Govt. PU College) Room No 02, K.R.Pura",840,
1510140,52,"Karnataka Public School (Govt. PU College) Room No 03, K.R.Pura",1074,
1510141,52,"Karnataka Public School (Govt. PU College) Room No 04, K.R.Pura",1096,
1510142,52,Karnataka Public School (Govt. PU College) Room No 05,1072,
1510143,52,Karnataka Public School (Govt. PU College) Room No 06,1309,
1510144,52,Karnataka Public School (Govt. PU College) Room No 07,1336,
1510145,52,Karnataka Public School (Govt. PU College) Room No 08 K R PURA,1134,
1510146,52,"Karnataka Public School (Govt. PU College) Room No 09, K R PURA",618,
1510147,55,"Govt Model Primary School. Room.No.01, Triveni Nagar, 151-K R Pura",1090,
1510148,55,"Govt Model Primary School. Room.No.02, Triveni Nagar, 151-K R Pura",677,
1510149,55,"Nammura Govt. Higher Primary School, Triveninagara Room No03",1170,
1510150,55,"Nammura Govt. Higher Primary School, Room No 04, Triveninagra",781,
1510151,52,Karnataka Public School (OLD BEO OFFICE) Room No 01 K R PURA,1178,
1510152,52,Karnataka Public School (Govt. PU College) Room No 10 K R PURA,1107,
1510153,52,"Karnataka Public School (Govt. PU College) Room No 11, K R PURA",1088,
1510154,52,"Karnataka Public School (Govt. PU College) Room No 12,K R PURA",1113,
1510155,52,"Karnataka Public School (Govt. PU College) Room No 13, K R PURA",1314,
1510156,52,"Govt. First Grade College, Room No- 02, K R Pura",1366,
1510157,52,"Govt. First Grade College, Room No- 03, K R Pura",1378,
1510158,52,"Govt. First Grade College, Room No-04, K R Pura",794,
1510159,26,"Room no-3,Christ The King School Ramamurthy Nagara,Bangalore-560016",1379,
1510160,26,"Room No-4,Christ The King School Ramamurthy Nagara,Bangalore-560016",1276,
1510161,26,"Room No-1, St.Anthony Primary School, Ramamurthynagar Bangalore-560016",989,
1510162,25,"St Anthony English School,R.M.Nagar,Bangalore-560016  Room no.9",1243,
1510163,25,"St Anthony English School. Room no.10, R.M.Nagar, Bangalore-560016",1394,
1510164,26,"Room No-2, St Anthony Primary School, Ramamurthynagar Bangalore-560016",1159,
1510165,26,"Room No-3, St Anthony Primary English School, Ramamurthynagar, Bangalore-560016",1299,
1510166,26,"Room No-4,St Anthony Primary School, Ramamurthynagar, Bangalore-560016",1455,
1510167,26,"Room No-5, St Anthony Primary School, Ramamurthynagar, Bangalore-560016",1096,
1510168,26,"Room No-6, St Anthony Primary School, Ramamurthynagar, Bangalore-560016",1371,
1510169,26,"Room No-7, St Anthony Primary School, Ramamurthynagar, Bangalore-560016",1069,
1510170,26,"Room No.1, Chaithanya Techno School, T.C.Palya Main Road, Raghavendra Circle, Ramamurthynagar, Bengaluru-560016",1273,
1510171,25,"Chithnya Techno School, Room No.2, T.C.Palya Main Road Raghavendra Circle,Bengaluru-560016",1036,
1510172,26,"Room No-8, St Anthony Primary School, Ramamurthy Nagar,Bangalore-560016",1316,
1510173,26,"Room No-4, Govt Higher Primary School, Ramamurthy Nagar, Kowdenahalli, Bangalore-560016",1136,
1510174,26,"Room No.1, Christ The King Educational Institution, Akshayanagar, Ramamurthynagar, Bengaluru-560016",1188,
1510175,26,"Room No.2, Christ the educational institution, Akshayanagar, Ramamurthy Nagar, Bangalore-560016",1350,
1510176,26,"Room No.3, Christ the king educational institution, Akshayanagar, Ramamurthy Nagar, Bangalore-560016.",1311,
1510177,26,"Room No.4, Christ the king educational institution, Akshayanagar, Ramamurthy Nagar, Bengalore-560016",1223,
1510178,26,"Room No.5, Christ the king educational institution, Akshayanagar, Ramamurthy Nagar, Bangalore-560016.",915,
1510179,26,"Christ The King SchoolRoom No-5, R M Nagar,Bangalore-560016",954,
1510180,25,"Rastrotana Vidhyakendra(Jayagopala Garodiya Rastrothana Vidya Kendra), R M Nagar Main road, Bangalore-560016 Room no.1",1534,
1510181,25,"Rastrotana Vidhyakendra(Jayagopala Garodiya Rastrothana Vidya Kendra), R M Nagar Main road, Bangalore-560016 room no.2",897,
1510182,25,"Rastrotana Vidhyakendra(Jayagopala Garodiya Rastrothana Vidya Kendra), R M Nagar Main road, Bangalore-560016  room no.3",754,
1510183,25,"Rastrotana Vidhyakendra(Jayagopala Garodiya Rastrothana Vidya Kendra), R M Nagar Main road, Bangalore-560016 Room no.3",763,
1510184,25,"Rastrotana Vidhyakendra(Jayagopala Garodiya Rastrothana Vidya Kendra), R M Nagar Main road, Bangalore-560016 Room no.4",1063,
1510185,25,"Rastrotana Vidhyakendra(Jayagopala Garodiya Rastrothana Vidya Kendra), R M Nagar Main road, Bangalore-560016 Room no.5",1483,
1510186,25,"Govt.Lower Primary School,Room No-1,(New Building) Muneshwara Nagara, T.C.Palya Main Road,Bangaluru-16",1214,
1510187,25,"Govt.Lower Primary School,Room No-2,(New Building) Muneshwara Nagara, T.C.Palya Main Road,Bangaluru-560016",851,
1510188,25,"Govt.Lower Primary School, Room No-3,(New Building) Muneshwara Nagara, T.C.Palya Main Road, Bangaluru-560016",953,
1510189,51,"Govt lower Primary School, Room No-1, Lakshmanamurthy nagara  Dooravaninagara Bengaluru-560016",1443,
